metric,baseline_value,generated_value,delta
objective_value,-0.9237164279183554,-0.9237164279183554,0.0
worst_violation,9.17680187100261e-06,0.37232567102656067,0.37231649422468965
total_deterministic_deltav,2.3944060889775485,2.4744281513664146,0.08002206238886611
total_flight_time_years,0.9742668607251362,0.9742668607251362,0.0
final_mass_including_propellant_margin,485.1358679427203,485.1358679427203,0.0
