metric,baseline_value,generated_value,delta
objective_value,-0.8676905159245886,-0.8676905159245886,0.0
worst_violation,-1.5183217656753e-07,-1.5174093644209e-07,9.124012544001524e-11
total_deterministic_deltav,3.0128385429634e-07,3.0128385429634e-07,0.0
total_flight_time_years,0.5183531056420013,0.5183531056420013,0.0
final_mass_including_propellant_margin,4338.452579622943,4338.452579622943,0.0
