metric,baseline_value,generated_value,delta
objective_value,-0.47803539584318,-0.47803539584318,0.0
worst_violation,-3.7847414625929e-07,-3.7819141670666e-07,2.82729552630023e-10
total_deterministic_deltav,21.77815307252602,21.77815307048533,-2.040689395244044e-09
total_flight_time_years,3.2766055314129843,3.2766055314129843,0.0
final_mass_including_propellant_margin,251.06418989683817,251.06418989683817,0.0
