metric,baseline_value,generated_value,delta
objective_value,-0.8645525448269662,-0.8645525448269662,0.0
worst_violation,6.212245851067e-08,6.212245851067e-08,0.0
total_deterministic_deltav,4.346112116585142,4.346112116275784,-3.093578726520718e-10
total_flight_time_years,0.8268309377138946,0.8268309377138946,0.0
final_mass_including_propellant_margin,454.0629965431227,454.0629965431227,0.0
