metric,baseline_value,generated_value,delta
objective_value,-0.0017311507470991103,-0.0017311507470991103,0.0
worst_violation,7.88828386545626e-06,7.88885091789285e-06,5.670524365903852e-10
total_deterministic_deltav,15.70855111539402,15.70855111539402,0.0
total_flight_time_years,1.368925393566051,1.368925393566051,0.0
final_mass_including_propellant_margin,8.655753735495551,8.655753735495551,0.0
