case_id,source_options,classification,status,prepared_options,output_file,comparison_file,log_file,compatibility_file,return_code,duration_seconds,objective_value,worst_violation,worst_constraint,detail
spacecraft_options/spacecraft_LT_multiStage_spacecraftFile,/repo/testatron/tests/spacecraft_options/spacecraft_LT_multiStage_spacecraftFile.emtgopt,dependency_blocked,unreviewed,/artifacts/cases/spacecraft_options/spacecraft_LT_multiStage_spacecraftFile/spacecraft_LT_multiStage_spacecraftFile.emtgopt,,,/artifacts/cases/spacecraft_options/spacecraft_LT_multiStage_spacecraftFile/run.log,/artifacts/cases/spacecraft_options/spacecraft_LT_multiStage_spacecraftFile/compatibility.json,0,0.3284123329999886,,,,"Cannot find /repo/docs/0_Users/tutorial/Tutorial_EMTG_Files/Config_Files/hardware_models/spacecraft_LT_multiStage_spacecraftFile.emtg_spacecraftopt. Place a breakpoint in /tmp/emtg-source/src/HardwareModels/SpacecraftOptions.cpp, line 73"
