Xindex, Description, Lowerbound, Upperbound, ScaleFactor, Value
86,j0p0MGALT: step 26 u_x,-1,1,1,0.1710817961878
87,j0p0MGALT: step 26 u_y,-1,1,1,-0.8977651679376
88,j0p0MGALT: step 26 u_z,-1,1,1,-0.4058925950562
89,j0p0MGALT: step 27 u_x,-1,1,1,0.2108347729018
90,j0p0MGALT: step 27 u_y,-1,1,1,-0.8896640050101
91,j0p0MGALT: step 27 u_z,-1,1,1,-0.4050268113064
92,j0p0MGALT: step 28 u_x,-1,1,1,0.2509076958495
93,j0p0MGALT: step 28 u_y,-1,1,1,-0.8800014396644
94,j0p0MGALT: step 28 u_z,-1,1,1,-0.4032900283182
95,j0p0MGALT: step 29 u_x,-1,1,1,0.2911937517584
96,j0p0MGALT: step 29 u_y,-1,1,1,-0.8687109137676
97,j0p0MGALT: step 29 u_z,-1,1,1,-0.4006838996731
98,j0p0MGALT: step 30 u_x,-1,1,1,0.3315929687866
99,j0p0MGALT: step 30 u_y,-1,1,1,-0.855732273174
100,j0p0MGALT: step 30 u_z,-1,1,1,-0.3972007121204
101,j0p0MGALT: step 31 u_x,-1,1,1,0.3719913574434
102,j0p0MGALT: step 31 u_y,-1,1,1,-0.8409985336647
103,j0p0MGALT: step 31 u_z,-1,1,1,-0.3928663072775
104,j0p0MGALT: step 32 u_x,-1,1,1,0.4122721644831
105,j0p0MGALT: step 32 u_y,-1,1,1,-0.8244336279683
106,j0p0MGALT: step 32 u_z,-1,1,1,-0.3877385498868
107,j0p0MGALT: step 33 u_x,-1,1,1,0.4523642590182
108,j0p0MGALT: step 33 u_y,-1,1,1,-0.8060826022287
109,j0p0MGALT: step 33 u_z,-1,1,1,-0.3815729215779
110,j0p0MGALT: step 34 u_x,-1,1,1,0.4921918887094
111,j0p0MGALT: step 34 u_y,-1,1,1,-0.7859760490618
112,j0p0MGALT: step 34 u_z,-1,1,1,-0.3741508902647
113,j0p0MGALT: step 35 u_x,-1,1,1,0.5315184636875
114,j0p0MGALT: step 35 u_y,-1,1,1,-0.7639818694361
115,j0p0MGALT: step 35 u_z,-1,1,1,-0.3658139619009
116,j0p0MGALT: step 36 u_x,-1,1,1,0.5705424780902
117,j0p0MGALT: step 36 u_y,-1,1,1,-0.7398583576666
118,j0p0MGALT: step 36 u_z,-1,1,1,-0.3564987592803
119,j0p0MGALT: step 37 u_x,-1,1,1,0.6088549274162
120,j0p0MGALT: step 37 u_y,-1,1,1,-0.7137116755488
121,j0p0MGALT: step 37 u_z,-1,1,1,-0.3462838154041
122,j0p0MGALT: step 38 u_x,-1,1,1,0.6456865116998
123,j0p0MGALT: step 38 u_y,-1,1,1,-0.6859585519088
124,j0p0MGALT: step 38 u_z,-1,1,1,-0.3354848284323
125,j0p0MGALT: step 39 u_x,-1,1,1,0.6824034064829
126,j0p0MGALT: step 39 u_y,-1,1,1,-0.6557164764638
127,j0p0MGALT: step 39 u_z,-1,1,1,-0.3230507351942
Findex, Description, Lowerbound, Upperbound, Value
0,objective function,-1e+30,1e+30,-0.8666082570216
1,j0p0MGALT: step 0 control magnitude,0,1,1.000000414595
2,j0p0MGALT: step 1 control magnitude,0,1,1.000000680514
3,j0p0MGALT: step 2 control magnitude,0,1,0.6495761659887
4,j0p0MGALT: step 3 control magnitude,0,1,0.6147733696467
5,j0p0MGALT: step 4 control magnitude,0,1,1.000000506191
