metric,baseline_value,generated_value,delta
objective_value,-0.41161809067348243,-0.4188722576145344,-0.007254166941051965
worst_violation,1.71067318483332e-06,6.42536893278597e-06,4.71469574795265e-06
total_deterministic_deltav,0.03924785491409268,2.592087639973317e-05,-0.039221934037692946
total_flight_time_years,1.368925393566051,1.3689253971534103,3.5873592985069536e-09
final_mass_including_propellant_margin,2058.090453367412,2094.361288072672,36.27083470525986
