metric,baseline_value,generated_value,delta
objective_value,-0.49406337645816106,-0.49406337645816106,0.0
worst_violation,8.8129312603158e-07,8.8129312603158e-07,0.0
total_deterministic_deltav,1.4534426976414605,1.4534426976428032,1.3427037259816643e-12
total_flight_time_years,1.368925393566051,1.368925393566051,0.0
final_mass_including_propellant_margin,2470.316882290805,2470.316882290805,0.0
