metric,baseline_value,generated_value,delta
objective_value,-4.721498182373907,-4.721498182373907,0.0
worst_violation,5.6360822317252e-06,5.6360822317252e-06,0.0
total_deterministic_deltav,4.0378636430349,4.037863642228421,-8.064784395855895e-10
total_flight_time_years,3.2854209445585205,3.2854209445585205,0.0
final_mass_including_propellant_margin,99.27056566158141,99.27056566158141,0.0
