metric,baseline_value,generated_value,delta
objective_value,-0.46339735174566327,-0.46339735174566327,0.0
worst_violation,-2.06112846712868e-06,-2.06000143761879e-06,1.1270295098900976e-09
total_deterministic_deltav,0.6803661527345888,0.6803661532278042,4.932154684667012e-10
total_flight_time_years,1.368925393566051,1.368925393566051,0.0
final_mass_including_propellant_margin,2316.986758728316,2316.986758728316,0.0
