metric,baseline_value,generated_value,delta
objective_value,3.988489606694454,3.988489606694454,0.0
worst_violation,8.14158164535097e-06,8.14158164535097e-06,0.0
total_deterministic_deltav,3.988489606694454,3.988489606694454,0.0
total_flight_time_years,0.0008835514541380284,0.0008835514541380284,0.0
final_mass_including_propellant_margin,1402.7927002383303,1402.7927002383303,0.0
