case_id,source_options,classification,status,prepared_options,output_file,comparison_file,log_file,compatibility_file,return_code,duration_seconds,objective_value,worst_violation,worst_constraint,detail
spacecraft_options/spacecraftoptions_Chem_TrackACSProp,/repo/testatron/tests/spacecraft_options/spacecraftoptions_Chem_TrackACSProp.emtgopt,reviewable,unreviewed,/artifacts/cases/spacecraft_options/spacecraftoptions_Chem_TrackACSProp/spacecraftoptions_Chem_TrackACSProp.emtgopt,/artifacts/cases/spacecraft_options/spacecraftoptions_Chem_TrackACSProp/spacecraftoptions_Chem_TrackACSProp.emtg,/artifacts/cases/spacecraft_options/spacecraftoptions_Chem_TrackACSProp/comparison.csv,/artifacts/cases/spacecraft_options/spacecraftoptions_Chem_TrackACSProp/run.log,/artifacts/cases/spacecraft_options/spacecraftoptions_Chem_TrackACSProp/compatibility.json,0,0.8283538750000616,-0.4088862070027368,8.19266041457817e-06,F[8]: j0p0MGAnDSMs: match point mass,Ready for human review; not a promoted baseline
transcription_tests/CoastPhase_EMintercept,/repo/testatron/tests/transcription_tests/CoastPhase_EMintercept.emtgopt,infeasible,unreviewed,/artifacts/cases/transcription_tests/CoastPhase_EMintercept/CoastPhase_EMintercept.emtgopt,/artifacts/cases/transcription_tests/CoastPhase_EMintercept/FAILURE_CoastPhase_EMintercept.emtg,/artifacts/cases/transcription_tests/CoastPhase_EMintercept/comparison.csv,/artifacts/cases/transcription_tests/CoastPhase_EMintercept/run.log,/artifacts/cases/transcription_tests/CoastPhase_EMintercept/compatibility.json,0,1.9025680429999738,-0.20247032648946992,0.01647729517323377,F[2]: j0p0CoastPhase: match point x,Worst constraint exceeds source tolerance
