metric,baseline_value,generated_value,delta
objective_value,-0.814067802858296,-0.814067802858296,0.0
worst_violation,6.8646189978166e-06,6.86462037983034e-06,1.3820137398641943e-12
total_deterministic_deltav,6.1242848963562855,6.1242848947239885,-1.6322969642601493e-09
total_flight_time_years,3.2854209445585214,3.2854209445585214,0.0
final_mass_including_propellant_margin,427.54841006117715,427.54841006117715,0.0
