Xindex, Description, Lowerbound, Upperbound, ScaleFactor, Value
15,j0p0MGALT: step 13 control magnitude,0,1,1.000000272392
16,j0p0MGALT: step 14 control magnitude,0,1,1.000000134594
17,j0p0MGALT: step 15 control magnitude,0,1,1.000000087773
18,j0p0MGALT: step 16 control magnitude,0,1,1.000000698896
19,j0p0MGALT: step 17 control magnitude,0,1,1.000000269664
20,j0p0MGALT: step 18 control magnitude,0,1,1.000000126899
21,j0p0MGALT: step 19 control magnitude,0,1,1.000000202349
22,j0p0MGALT: match point x,-1e-13,1e-13,-3.514985078854e-06
23,j0p0MGALT: match point y,-1e-13,1e-13,7.287065106068e-06
24,j0p0MGALT: match point z,-1e-13,1e-13,3.293305514026e-06
25,j0p0MGALT: match point xdot,-1e-13,1e-13,-9.778279569317e-06
26,j0p0MGALT: match point ydot,-1e-13,1e-13,5.86053029701e-08
27,j0p0MGALT: match point zdot,-1e-13,1e-13,1.120069812804e-06
28,j0p0MGALT: match point mass,-1e-13,1e-13,1.073915288862e-06
29,j0p0MGALT: match point virtual chemical fuel,-1e-13,1e-13,0
30,j0p0MGALT: match point virtual electric propellant,-1e-13,1e-13,-1.073908746537e-06
31,Mission flight time bounds,0,1,0.9845360400352
